ID,EN,FR
app.components.Users.SortPicker.sortby.lastname_desc,Last name (Z to A),Nom (Z Ã  A)
app.components.Users.SortPicker.sortby.username_asc,Username (A to Z),Nom d'utilisateur (A Ã  Z)
app.components.Users.SortPicker.sortby.username_desc,Username (Z to A),Nom d'utilisateur (Z Ã  A)
app.components.go-back,Back,Retour
app.components.listPlugins.button,Add new plugin,Ajouter un nouveau plugiciel
app.components.listPlugins.title.none,No plugins installed,Aucun plugiciel n'est installÃ©
app.components.listPlugins.title.plural,{number} plugins are installed,{number} plugiciels sont installÃ©s
app.components.listPlugins.title.singular,{number} plugin is installed,{number} plugiciel est installÃ©
app.components.listPluginsPage.deletePlugin.error,An error occurred while uninstalling the plugin,Une erreur est survenue pendant la dÃ©sinstallation du plugiciel
app.containers.App.notification.error.init,An error occurred while requesting the API,Une erreur est survenue lors de la requÃªte Ã  l'API
app.containers.AuthPage.ForgotPasswordSuccess.text.contact-admin,"If you do not receive this link, please contact your administrator.","Si vous ne recevez pas ce lien, veuillez contacter votre administrateur."
app.containers.AuthPage.ForgotPasswordSuccess.text.email,It can take a few minutes to receive your password recovery link.,La rÃ©ception de votre lien de rÃ©cupÃ©ration de mot de passe peut prendre quelques minutes.
app.containers.AuthPage.ForgotPasswordSuccess.title,Email sent,Courriel envoyÃ©
app.containers.Users.EditPage.form.active.label,Active,Actif
app.containers.Users.EditPage.header.label,Edit {name},Modifier {name}
app.containers.Users.EditPage.header.label-loading,Edit user,Modifier l'utilisateur
app.containers.Users.EditPage.roles-bloc-title,Attributed roles,RÃ´les attribuÃ©s
app.containers.Users.ModalForm.footer.button-success,Invite user,Inviter l'utilisateur
app.links.configure-view,Configure the view,Configurer l'affichage
app.static.links.cheatsheet,CheatSheet,Aide-mÃ©moire
app.utils.SelectOption.defaultMessage, , 
app.utils.add-filter,Add filter,Ajouter un filtre
app.utils.close-label,Close,Fermer
app.utils.defaultMessage, , 
app.utils.delete,Delete,Supprimer
app.utils.duplicate,Duplicate,Dupliquer
app.utils.edit,Edit,Modifier
app.utils.errors.file-too-big.message,The file is too big,Le fichier est trop gros
app.utils.filter-value,Filter value,Valeur du filtre
app.utils.filters,Filters,Filtres
app.utils.notify.data-loaded,The {target} has loaded,{target} est chargÃ©e
app.utils.placeholder.defaultMessage, , 
app.utils.publish,Publish,Publier
app.utils.select-all,Select all,SÃ©lectionner tout
app.utils.select-field,Select field,SÃ©lectionner un champ
app.utils.select-filter,Select filter,SÃ©lectionner un filtre
app.utils.unpublish,Unpublish,Annuler la publication
clearLabel,Clear,Vider
coming.soon,This content is currently under construction and will be back in a few weeks!,Ce contenu est actuellement en construction et sera de retour dans quelques semaines!
component.Input.error.validation.integer,The value must be an integer,La valeur doit Ãªtre un nombre entier
components.AutoReloadBlocker.description,Run Strapi with one of the following commands:,DÃ©marrez Strapi avec l'une des commandes suivantes :
components.AutoReloadBlocker.header,Reload feature is required for this plugin.,L'autoReload doit Ãªtre activÃ© pour ce plugiciel.
components.ErrorBoundary.title,Something went wrong...,Une erreur est survenue...
components.FilterOptions.FILTER_TYPES.$contains,contains (case sensitive),contient (sensible aux majuscules et minuscules)
components.FilterOptions.FILTER_TYPES.$endsWith,ends with,termine par
components.FilterOptions.FILTER_TYPES.$eq,is,est
components.FilterOptions.FILTER_TYPES.$gt,is greater than,est plus grand que
components.FilterOptions.FILTER_TYPES.$gte,is greater than or equal to,est plus grand ou Ã©gal Ã 
components.FilterOptions.FILTER_TYPES.$lt,is lower than,est plus petit que
components.FilterOptions.FILTER_TYPES.$lte,is lower than or equal to,est plus petit ou Ã©gal Ã 
components.FilterOptions.FILTER_TYPES.$ne,is not,n'est pas
components.FilterOptions.FILTER_TYPES.$notContains,does not contain (case sensitive),contient (sensible aux majuscules et minuscules)
components.FilterOptions.FILTER_TYPES.$notNull,is not null,n'est pas nul
components.FilterOptions.FILTER_TYPES.$null,is null,est nul
components.FilterOptions.FILTER_TYPES.$startsWith,starts with,commence par
components.Input.error.attribute.key.taken,This value already exists,Cette valeur existe dÃ©jÃ 
components.Input.error.attribute.sameKeyAndName,Can't be equal,Ne peuvent pas Ãªtre Ã©gaux
components.Input.error.attribute.taken,This field name already exists,Ce champ existe dÃ©jÃ 
components.Input.error.contain.lowercase,Password must contain at least one lowercase character,Le mot de passe doit contenir au moins une lettre minuscule
components.Input.error.contain.number,Password must contain at least one number,Le mot de passe doit contenir au moins un chiffre
components.Input.error.contain.uppercase,Password must contain at least one uppercase character,Le mot de passe doit contenir au moins une lettre majuscule
components.Input.error.contentTypeName.taken,This name already exists,Ce nom existe dÃ©jÃ 
components.Input.error.custom-error,{errorMessage} ,{errorMessage} 
components.Input.error.password.noMatch,Passwords do not match,Les mots de passe ne correspondent pas
components.Input.error.validation.email,This is an invalid email address format.,Le format de l'adresse de courrier Ã©lectronique n'est pas correct.
components.Input.error.validation.json,This doesn't match the JSON format,Le format JSON n'est pas respectÃ©
components.Input.error.validation.lowercase,The value must be a lowercase string,
components.Input.error.validation.max,The value is too high.,La valeur est trop grande.
components.Input.error.validation.maxLength,The value is too long.,La valeur est trop longue.
components.Input.error.validation.min,The value is too low.,La valeur est trop petite.
components.Input.error.validation.minLength,The value is too short.,La valeur est trop courte.
components.Input.error.validation.minSupMax,Can't be superior,Ne peut pas Ãªtre plus grand.
components.Input.error.validation.regex,The value does not match the regex.,La valeur ne correspond pas au format attendu.
components.Input.error.validation.required,This value is required.,Ce champ est obligatoire.
components.Input.error.validation.unique,This value is already used.,Cette valeur est dÃ©jÃ  utilisÃ©e.
components.InputSelect.option.placeholder,Choose here,Choisissez ici
components.ListRow.empty,There is no data to be shown.,Il n'y a pas de donnÃ©es Ã  afficher.
components.NotAllowedInput.text,No permissions to see this field,Vous n'Ãªtes pas autorisÃ© Ã  voir ce champ
components.OverlayBlocker.description,You're using a feature that needs the server to restart. Please wait until the server is up.,Vous utilisez une fonctionnalitÃ© qui nÃ©cessite le redÃ©marrage du serveur. Merci d'attendre que celui-ci ait redÃ©marrÃ©.
components.OverlayBlocker.description.serverError,"The server should have restarted, please check your logs in the terminal.","Le serveur aurait dÃ©jÃ  du redÃ©marrer, vous devriez regarder les messages dans le terminal."
components.OverlayBlocker.title,Waiting for restart...,Le serveur est en train de redÃ©marrer
components.OverlayBlocker.title.serverError,The restart is taking longer than expected,Le serveur aurait dÃ©jÃ  du redÃ©marrer
components.PageFooter.select,Entries per page,entrÃ©es par page
components.ProductionBlocker.description,For safety purposes we have to disable this plugin in other environments.,"Pour des raisons de sÃ©curitÃ©, ce plugiciel a Ã©tÃ© dÃ©sactivÃ© dans les autres environnements."
components.ProductionBlocker.header,This plugin is only available in development.,Ce plugiciel est disponible uniquement en dÃ©veloppement.
components.Search.placeholder,Search...,Rechercher...
components.Select.placeholder,Select,SÃ©lectionner
components.TableHeader.actions-label,Actions,Actions
components.TableHeader.sort,Sort on {label},Trier par {label}
components.Wysiwyg.ToggleMode.markdown-mode,Markdown mode,Mode Markdown
components.Wysiwyg.ToggleMode.preview-mode,Preview mode,Mode aperÃ§u
components.Wysiwyg.collapse,Collapse,Masquer
components.Wysiwyg.selectOptions.H1,Title H1,Titre H1
components.Wysiwyg.selectOptions.H2,Title H2,Titre H2
components.Wysiwyg.selectOptions.H3,Title H3,Titre H3
components.Wysiwyg.selectOptions.H4,Title H4,Titre H4
components.Wysiwyg.selectOptions.H5,Title H5,Titre H5
components.Wysiwyg.selectOptions.H6,Title H6,Titre H6
components.Wysiwyg.selectOptions.title,Add a title,Ajouter un titre
components.WysiwygBottomControls.charactersIndicators,characters,caractÃ¨res
components.WysiwygBottomControls.fullscreen,Expand,Plein Ã©cran
components.WysiwygBottomControls.uploadFiles,"Drag and drop files, paste from the clipboard or {browse}.","Ajouter des fichiers en les glissant et dÃ©posant, {browse}, ou en les collant depuis le presse-papiers."
components.WysiwygBottomControls.uploadFiles.browse,select them,en les selectionnant
components.pagination.go-to,Go to page {page},Aller Ã  la page {page}
components.pagination.go-to-next,Go to next page,Aller Ã  la page suivante
components.pagination.go-to-previous,Go to previous page,Aller Ã  la page prÃ©cÃ©dente
components.pagination.remaining-links,And {number} other links,Et {number} autres liens
components.popUpWarning.button.cancel,"No, cancel","Non, annuler"
components.popUpWarning.button.confirm,"Yes, confirm","Oui, confirmer"
components.popUpWarning.message,Are you sure you want to delete this?,ÃŠtes-vous sÃ»r de vouloir le supprimer?
components.popUpWarning.title,Please confirm,Merci de confirmer
content-manager.App.schemas.data-loaded,The schemas have been successfully loaded,Les schÃ©mas ont Ã©tÃ© chargÃ©s avec succÃ¨s
content-manager.DynamicTable.relation-loaded,The relations have been loaded,Les relations on Ã©tÃ© chargÃ©es
content-manager.EditRelations.title,Relational data,DonnÃ©es associÃ©es
content-manager.HeaderLayout.button.label-add-entry,Create new entry,CrÃ©er une nouvelle entrÃ©e
content-manager.api.id,API ID,ID de l'API
content-manager.components.AddFilterCTA.add,Filters,Filtres
content-manager.components.AddFilterCTA.hide,Filters,Filtres
content-manager.components.DragHandle-label,Drag,Glisser
content-manager.components.DraggableAttr.edit,Click to edit,Cliquez pour modifier
content-manager.components.DraggableCard.delete.field,Delete {item},Supprimer {item}
content-manager.components.DraggableCard.edit.field,Edit {item},Modifier {item}
content-manager.components.DraggableCard.move.field,Move {item},DÃ©placer {item}
content-manager.components.DynamicTable.row-line,item line {number},ligne {number}
content-manager.components.DynamicZone.ComponentPicker-label,Pick one component,Choisir un compoosant
content-manager.components.DynamicZone.add-component,Add a component to {componentName},Ajouter un composant Ã  {componentName}
content-manager.components.DynamicZone.delete-label,Delete {name},Supprimer {name}
content-manager.components.DynamicZone.error-message,The component contains error(s),Le composant contient une ou des erreurs
content-manager.components.DynamicZone.missing-components,"There {number, plural, =0 {are # missing components} one {is # missing component} other {are # missing components}}","Il y a {number, plural, =0 {# composants manquants} one {# composant manquant} other {# composants manquants}}"
content-manager.components.DynamicZone.move-down-label,Move component down,DÃ©placer le composant vers le bas
content-manager.components.DynamicZone.move-up-label,Move component up,DÃ©placer le composant vers le haut
content-manager.components.DynamicZone.pick-compo,Pick one component,Choisir un composant
content-manager.components.DynamicZone.required,Component is required,Composant requis
content-manager.components.EmptyAttributesBlock.button,Go to settings page,Voir la page des configurations
content-manager.components.EmptyAttributesBlock.description,You can change your settings,Vous pouvez modifiez vos paramÃ¨tres
content-manager.components.FieldItem.linkToComponentLayout,Set the component's layout,Modifier la mise en page du composant
content-manager.components.FieldSelect.label,Add a field,Ajouter un champ
content-manager.components.FilterOptions.button.apply,Apply,Appliquer
content-manager.components.FiltersPickWrapper.PluginHeader.actions.apply,Apply,Appliquer
content-manager.components.FiltersPickWrapper.PluginHeader.actions.clearAll,Clear all,Supprimer tout
content-manager.components.FiltersPickWrapper.PluginHeader.description,Set the conditions to apply to filter the entries,DÃ©finissez les conditions des filtres Ã  appliquer
content-manager.components.FiltersPickWrapper.PluginHeader.title.filter,Filters,Filtres
content-manager.components.FiltersPickWrapper.hide,Hide,Fermer
content-manager.components.LeftMenu.Search.label,Search for a content type,Chercher un type de contenu
content-manager.components.LeftMenu.collection-types,Collection Types,Types de collection
content-manager.components.LeftMenu.single-types,Single Types,Types uniques
content-manager.components.LimitSelect.itemsPerPage,Items per page,Ã‰lÃ©ments par page
content-manager.components.NotAllowedInput.text,No permissions to see this field,Vous n'avez pas l'autorisation de voir ce champ
content-manager.components.RepeatableComponent.error-message,The component(s) contain error(s),Le composant contient une ou des erreurs
content-manager.components.Search.placeholder,Search for an entry...,Rechercher une entrÃ©e...
content-manager.components.Select.draft-info-title,State: Draft,Statut : Brouillon
content-manager.components.Select.publish-info-title,State: Published,Statut : PubliÃ©
content-manager.components.SettingsViewWrapper.pluginHeader.description.edit-settings,Customize how the edit view will look like.,DÃ©finissez l'apparence de la fenÃªtre d'Ã©dition.
content-manager.components.SettingsViewWrapper.pluginHeader.description.list-settings,Define the settings of the list view.,DÃ©finir les paramÃ¨tres de l'affichage des listes.
content-manager.components.SettingsViewWrapper.pluginHeader.title,Configure the view - {name},Configurer l'affichage - {name}
content-manager.components.TableDelete.delete,Delete all,Supprimer tout
content-manager.components.TableDelete.deleteSelected,Delete selected,Supprimer les Ã©lÃ©ments sÃ©lectionnÃ©s
content-manager.components.TableDelete.label,"{number, plural, one {# entry} other {# entries}} selected","{number, plural, one {# entrÃ©e sÃ©lectionnÃ©e} other {# entrÃ©es sÃ©lectionnÃ©es}}"
content-manager.components.TableEmpty.withFilters,There are no {contentType} with the applied filters...,Aucun {contentType} n'a Ã©tÃ© trouvÃ© avec ces filtres...
content-manager.components.TableEmpty.withSearch,There are no {contentType} corresponding to the search ({search})...,Aucun {contentType} n'a Ã©tÃ© trouvÃ© avec cette recherche ({search})...
content-manager.components.TableEmpty.withoutFilter,There are no {contentType}...,Aucun {contentType} n'a Ã©tÃ© trouvÃ©...
content-manager.components.empty-repeatable,No entry yet. Click on the button below to add one.,Il n'a pas encore d'entrÃ©e. Cliquez sur le bouton pour en ajouter une.
content-manager.components.notification.info.maximum-requirement,You have already reached the maximum number of fields,Le nombre maximal de champs est atteint
content-manager.components.notification.info.minimum-requirement,A field has been added to match the minimum requirement,Un champ a Ã©tÃ© rajoutÃ© pour remplir les conditions minimales
content-manager.components.repeatable.reorder.error,"An error occurred while reordering your component's field, please try again","Une erreur s'est produite lors de la rÃ©organisation du champ de votre composant, veuillez rÃ©essayer"
content-manager.components.reset-entry,Reset entry,Supprimer l'entrÃ©e
content-manager.components.uid.apply,apply,appliquer
content-manager.components.uid.available,Available,disponible
content-manager.components.uid.regenerate,Regenerate,regÃ©nÃ©rer
content-manager.components.uid.suggested,suggested,suggÃ©rÃ©
content-manager.components.uid.unavailable,Unavailable,non disponible
content-manager.containers.Edit.Link.Layout,Configure the layout,Configurer l'affichage
content-manager.containers.Edit.Link.Model,Edit the collection-type,Modifier le type de collection
content-manager.containers.Edit.addAnItem,Add an item...,Ajouter un Ã©lÃ©ment...
content-manager.containers.Edit.clickToJump,Click to jump to the entry,Cliquer pour voir l'entrÃ©e
content-manager.containers.Edit.delete,Delete,Supprimer
content-manager.containers.Edit.delete-entry,Delete this entry,Supprimer cette entrÃ©e
content-manager.containers.Edit.editing,Editing...,Modification en coursâ€¦
content-manager.containers.Edit.information,Information,Information
content-manager.containers.Edit.information.by,By,Par
content-manager.containers.Edit.information.draftVersion,draft version,version brouillon
content-manager.containers.Edit.information.editing,Editing,Ã‰dition :
content-manager.containers.Edit.information.created,Created,CrÃ©Ã©
content-manager.containers.Edit.information.lastUpdate,Last update,DerniÃ¨re modification
content-manager.containers.Edit.information.publishedVersion,published version,version publiÃ©e
content-manager.containers.Edit.pluginHeader.title.new,Create an entry,CrÃ©er une entrÃ©e
content-manager.containers.Edit.reset,Reset,Annuler
content-manager.containers.Edit.returnList,Return to list,Retourner Ã  la liste
content-manager.containers.Edit.seeDetails,Details,DÃ©tails
content-manager.containers.Edit.submit,Save,Enregistrer
content-manager.containers.EditSettingsView.modal-form.edit-field,Edit the field,Modifier le champ
content-manager.containers.EditView.add.new-entry,Add an entry,Ajouter une nouvelle entrÃ©e
content-manager.containers.EditView.components.missing.plural,There is {count} missing components,{count} composants manquants
content-manager.containers.EditView.components.missing.singular,There is {count} missing component,{count} composant manquant
content-manager.containers.EditView.notification.errors,The form contains some errors,Le formulaire contient des erreurs
content-manager.containers.Home.introduction,To edit your entries go to the specific link in the left menu. This plugin doesn't have a proper way to edit settings and it's still under active development.,"Pour modifier vos entrÃ©es, cliquez sur le lien spÃ©cifique dans le menu de gauche. Ce plugiciel ne peut pas modifier les paramÃ¨tres et il est toujours en cours de dÃ©veloppement. "
content-manager.containers.Home.pluginHeaderDescription,Manage your entries through a powerful and beautiful interface.,GÃ©rez vos entrÃ©es Ã  travers une interface puissante et attrayante.
content-manager.containers.Home.pluginHeaderTitle,Content type,Type de contenu
content-manager.containers.List.draft,Draft,Brouillon
content-manager.containers.List.errorFetchRecords,Error,Erreur
content-manager.containers.List.published,Published,PubliÃ©
content-manager.containers.ListPage.displayedFields,Displayed Fields,Champs affichÃ©s
content-manager.containers.ListPage.items,"{number, plural, =0 {items} one {item} other {items}}","{number, plural, =0 {Ã©lements} one {Ã©lement} other {Ã©lements}}"
content-manager.containers.ListPage.table-headers.published_at,State,Statut
content-manager.containers.ListSettingsView.modal-form.edit-label,Edit {fieldName},Modifier {fieldName}
content-manager.containers.SettingPage.add.field,Insert another field,InsÃ©rer un autre champ
content-manager.containers.SettingPage.add.relational-field,Insert another relational field,InsÃ©rer un autre champ relationnel
content-manager.containers.SettingPage.attributes,Attributes fields,Attributs
content-manager.containers.SettingPage.attributes.description,Define the order of the attributes,Organisez les attributs du modÃ¨le
content-manager.containers.SettingPage.editSettings.description,Drag & drop the fields to build the layout,Faire glisser et dÃ©poser les champs pour crÃ©er la mise en page.
content-manager.containers.SettingPage.editSettings.entry.title,Entry title,Nom de l'entrÃ©e
content-manager.containers.SettingPage.editSettings.entry.title.description,Set the displayed field of your entry,DÃ©finissez quel champ sera affichÃ©
content-manager.containers.SettingPage.editSettings.relation-field.description,Set the displayed field in both the edit and list views,DÃ©finir le champ prÃ©sentÃ© dans l'affichage du mode Ã©dition et des listes
content-manager.containers.SettingPage.editSettings.title,Edit view (settings),Affichage du mode Ã©dition (paramÃ¨tres)
content-manager.containers.SettingPage.layout,Layout,Mise en page
content-manager.containers.SettingPage.listSettings.description,Configure the options for this collection type,Configurez les paramÃ¨tres de ce type de collection
content-manager.containers.SettingPage.listSettings.title,List view (settings),Affichage des listes (paramÃ¨tres)
content-manager.containers.SettingPage.pluginHeaderDescription,Configure the specific settings for this Collection Type,Configurez les paramÃ¨tres de ce type de collection
content-manager.containers.SettingPage.relations,Relational fields,Champs relationnels
content-manager.containers.SettingPage.settings,Settings,ParamÃ¨tres
content-manager.containers.SettingPage.view,View,Affichage
content-manager.containers.SettingViewModel.pluginHeader.title,Content Manager - {name},Gestion du contenu - {name}
content-manager.containers.SettingsPage.Block.contentType.description,Configure the specific settings,Configurez les paramÃ¨tres spÃ©cifiques
content-manager.containers.SettingsPage.Block.contentType.title,Collection Types,Types de collection
content-manager.containers.SettingsPage.Block.generalSettings.description,Configure the default options for your Collection Types,Configurez les options par dÃ©faut de vos types de collection
content-manager.containers.SettingsPage.Block.generalSettings.title,General,GÃ©nÃ©ral
content-manager.containers.SettingsPage.pluginHeaderDescription,Configure the settings for all your Collection types and Groups,Configurez les paramÃ¨tres de vos types de collection et de vos groupes
content-manager.containers.SettingsView.list.subtitle,Configure the layout and display of your Collection types and groups,Configurez la mise en page et l'affichage de vos types de collection et de vos groupes
content-manager.containers.SettingsView.list.title,Display configurations,ParamÃ¨tres d'affichage
content-manager.edit-settings-view.link-to-ctb.components,Edit the component,Modifier le composant
content-manager.edit-settings-view.link-to-ctb.content-types,Edit the content type,Modifier le type de contenu
content-manager.emptyAttributes.button,Go to collection type builder,AccÃ©der au constructeur de types de contenu
content-manager.emptyAttributes.description,Add your first field to your Collection Type,Ajoutez votre premier champ Ã  votre type de collection
content-manager.emptyAttributes.title,There are no fields yet,Il n'y a pas encore de champs
content-manager.error.attribute.key.taken,This value already exists,Cette valeur existe dÃ©jÃ 
content-manager.error.attribute.sameKeyAndName,Can't be equals,Ne peuvent pas Ãªtre Ã©gaux
content-manager.error.attribute.taken,This field name already exists,Ce champ existe dÃ©jÃ 
content-manager.error.contentTypeName.taken,This name already exists,Ce nom existe dÃ©jÃ 
content-manager.error.model.fetch,An error occurred during models config fetch.,Une erreur est survenue lors de la rÃ©ception des modÃ¨les.
content-manager.error.record.create,An error occurred during record creation.,Une erreur est survenue lors de la crÃ©ation de l'entrÃ©e.
content-manager.error.record.delete,An error occurred during record deletion.,Une erreur est survenue lors de la suppression de l'entrÃ©e.
content-manager.error.record.fetch,An error occurred during record fetch.,Une erreur est survenue lors de la rÃ©ception de l'entrÃ©e.
content-manager.error.record.update,An error occurred during record update.,Une erreur est survenue lors de la modification de l'entrÃ©e.
content-manager.error.records.count,An error occurred during count records fetch.,Une erreur est survenue lors de la rÃ©ception du nombre d'entrÃ©es.
content-manager.error.records.fetch,An error occurred during records fetch.,Une erreur est survenue lors de la rÃ©ception des entrÃ©es.
content-manager.error.schema.generation,An error occurred during schema generation.,Une erreur est survenue lors de la gÃ©nÃ©ration du schÃ©ma.
content-manager.error.validation.json,This is not a JSON,Le format JSON n'est pas respectÃ©
content-manager.error.validation.max,The value is too high.,La valeur est trop grande.
content-manager.error.validation.maxLength,The value is too long.,La valeur est trop longue.
content-manager.error.validation.min,The value is too low.,La valeur est trop petite.
content-manager.error.validation.minLength,The value is too short.,La valeur est trop courte.
content-manager.error.validation.minSupMax,Can't be superior,Ne peut pas Ãªtre plus grand
content-manager.error.validation.regex,The value does not match the regex.,La valeur ne correspond pas au format attendu.
content-manager.error.validation.required,This value input is required.,Ce champ est obligatoire.
content-manager.form.Input.bulkActions,Enable bulk actions,Autoriser les actions groupÃ©es
content-manager.form.Input.defaultSort,Default sort attribute,Attribut de tri par dÃ©faut
content-manager.form.Input.description,Description,Description
content-manager.form.Input.description.placeholder,Display name in the profile,Afficher le nom dans le profil
content-manager.form.Input.editable,Editable field,Champ editable
content-manager.form.Input.filters,Enable filters,Autoriser les filtres
content-manager.form.Input.label,Label,Ã‰tiquette
content-manager.form.Input.label.inputDescription,This value overrides the label displayed in the table's head,Cette valeur remplace celle affichÃ©e dans l'en-tÃªte du tableau
content-manager.form.Input.pageEntries,Entries per page,Nombre d'entrÃ©es par page
content-manager.form.Input.pageEntries.inputDescription,Note: You can override this value in the Collection Type settings page.,Note : Vous pouvez modifier ces valeurs par modÃ¨le
content-manager.form.Input.placeholder,Placeholder,Espace rÃ©servÃ©
content-manager.form.Input.placeholder.placeholder,My awesome value,Mon super espace rÃ©servÃ©
content-manager.form.Input.search,Enable search,Autoriser la recherche
content-manager.form.Input.search.field,Enable search on this field,Autoriser la recherche sur ce champs
content-manager.form.Input.sort.field,Enable sort on this field,Autoriser le tri sur ce champs
content-manager.form.Input.sort.order,Default sort order,Ordre de tri par dÃ©faut
content-manager.form.Input.wysiwyg,Display as WYSIWYG,Afficher comme WYSIWYG
content-manager.global.displayedFields,Displayed Fields,Champs affichÃ©s
content-manager.groups,Groups,Groupes
content-manager.groups.numbered,Groups ({number}),Groupes ({number})
content-manager.header.name,Content,Contenu
content-manager.link-to-ctb,Edit the model,Modifier le modÃ¨le
content-manager.models,Collection Types,Types de collection
content-manager.models.numbered,Collection Types ({number}),Types de collection ({number})
content-manager.notification.error.displayedFields,You need at least one displayed field,Vous devez avoir au moins un champ d'affichÃ©
content-manager.notification.error.relationship.fetch,An error occurred during relationship fetch.,Une erreur est survenue en rÃ©cupÃ©rant les relations.
content-manager.notification.info.SettingPage.disableSort,You need to have one attribute with the sorting allowed,Vous devez avoir au moins un attribut de tri par dÃ©faut
content-manager.notification.info.minimumFields,You need to have at least one field displayed,Vous devez avoir au moins un champ d'affichÃ©
content-manager.notification.upload.error,An error has occurred while uploading your files,Une erreur est survenues en tÃ©lÃ©chargeant vos fichiers
content-manager.pageNotFound,Page not found,Page non trouvÃ©e
content-manager.pages.ListView.header-subtitle,"{number, plural, =0 {# entries} one {# entry} other {# entries}} found","{number, plural, =0 {# entrÃ©es trouvÃ©e} one {# entrÃ©e trouvÃ©e} other {# entrÃ©es trouvÃ©es}}"
content-manager.pages.NoContentType.button,Create your first content type,CrÃ©er votre premier type de contenu
content-manager.pages.NoContentType.text,"You don't have any content yet, we recommend you to create your first Content-Type.","Vous n'avez encore aucun contenu, nous vous recommandons de crÃ©er votre premier type de contenu"
content-manager.permissions.not-allowed.create,You are not allowed to create a document,Vous n'Ãªtes pas autorisÃ© Ã  crÃ©er un document
content-manager.permissions.not-allowed.update,You are not allowed to see this document,Vous n'Ãªtes pas autorisÃ© Ã  voir ce document
content-manager.plugin.description.long,"Quick way to see, edit and delete the data in your database.","Visualisez, modifiez et supprimez les donnÃ©es de votre base de donnÃ©es."
content-manager.plugin.description.short,"Quick way to see, edit and delete the data in your database.","Visualisez, modifiez et supprimez les donnÃ©es de votre base de donnÃ©es."
content-manager.plugin.name,Content Manager,Gestion du contenu
content-manager.popUpWarning.bodyMessage.contentType.delete,Are you sure you want to delete this entry?,ÃŠtes-vous sÃ»r de vouloir supprimer cette entrÃ©e?
content-manager.popUpWarning.bodyMessage.contentType.delete.all,Are you sure you want to delete these entries?,ÃŠtes-vous sÃ»r de vouloir supprimer ces entrÃ©es?
content-manager.popUpWarning.warning.cancelAllSettings,Are you sure you want to cancel your modifications?,ÃŠtes-vous sÃ»r de vouloir abandonner vos modifications?
content-manager.popUpWarning.warning.publish-question,Do you still want to publish it?,ÃŠtes-vous sÃ»r de vouloir le publier?
content-manager.popUpWarning.warning.unpublish,Unpublish this content will<br></br>automatically change it to a draft.,"Si vous annulez la publication de ce contenu, il deviendra automatiquement un brouillon."
content-manager.popUpWarning.warning.unpublish-question,Are you sure you want to unpublish it?,ÃŠtes-vous sÃ»r de vouloir annuler sa publication?
content-manager.popUpWarning.warning.updateAllSettings,This will modify all your settings,Cela modifiera tous vos prÃ©cÃ©dents paramÃ¨tres.
content-manager.popUpwarning.warning.has-draft-relations.button-confirm,"Yes, publish","Oui, publier"
content-manager.popUpwarning.warning.has-draft-relations.message,"<b>{count, plural, =0 { of your content relations is} one { of your content relations is} other { of your content relations are}}</b> not published yet.<br></br>It might engender broken links and errors on your project.","<b>{count, plural, =0 { des relations de votre contenu n'est} one { des relations de votre contenu n'est} other { des relations de votre contenu ne sont}}</b> pas publiÃ© actuellement.<br></br>Cela peut engendrer des liens cassÃ©s ou des erreurs dans votre projet."
content-manager.popover.display-relations.label,Display relations,Afficher les relations
content-manager.success.record.delete,Deleted,SupprimÃ©
content-manager.success.record.publish,Published,PubliÃ©
content-manager.success.record.save,Saved,EnregistrÃ©
content-manager.success.record.unpublish,Unpublished,Publication annulÃ©e
content-manager.utils.data-loaded,"The {number, plural, =1 {entry has} other {entries have}} successfully been loaded","{number, plural, =1 {L'entrÃ©e a Ã©tÃ© chargÃ©e} other {Les entrÃ©es on Ã©tÃ© chargÃ©es} avec  succÃ¨s"
form.button.continue,Continue,Continuer
form.button.done,Done,Terminer
form.button.finish,Finish,Terminer
form.button.save,Save,Enregistrer
global.prompt.unsaved,Are you sure you want to leave this page? All your modifications will be lost,ÃŠtes-vous sÃ»r de vouloir quitter cette page? Toutes vos modifications seront perdues
notification.contentType.relations.conflict,Content type has conflicting relations,Le type de contenu Ã  des relations qui rentrent en conflit
notification.default.title,Information:,Information :
notification.error,An error occurred,Une erreur est survenue
notification.error.layout,Couldn't retrieve the layout,Impossible de rÃ©cupÃ©rer la mise en page
notification.form.error.fields,The form contains some errors,Le formulaire contient des erreurs
notification.form.success.fields,Changes saved,Modifications enregistrÃ©es
notification.link-copied,Link copied into the clipboard,Lien copiÃ© dans le presse-papiers
notification.permission.not-allowed-read,You are not allowed to see this document,Vous n'Ãªtes pas autorisÃ© Ã  voir ce document
notification.success.delete,The item has been deleted,Cet Ã©lÃ©ment a Ã©tÃ© supprimÃ©
notification.success.saved,Saved,EnregistrÃ©
notification.success.title,Success:,SuccÃ¨s :
notification.version.update.link,See more,Voir plus
notification.version.update.message,A new version of Strapi is available!,Une nouvelle version de Strapi est disponible!
notification.warning.title,Warning:,Attention :
or,OR,OU
request.error.model.unknown,This model doesn't exist,Le model n'existe pas
skipToContent,Skip to content,Aller au contenu
submit,Submit,Soumettre
